2600,0.000384615,0.001153846,0.002307692,0.003461538,0.004615385,0.005769231,0.006923077,0.008076923,0.009230769,0.010769231,0.011923077,0.013461538,0.015,0.016538462,0.018076923,0.02,0.021538462,0.023461538,0.025384615,0.027307692,0.029615385,0.031538462,0.033846154,0.036153846,0.038461538,0.040769231,0.043461538,0.046153846,0.048846154,0.051538462,0.054615385,0.057307692,0.060384615,0.063846154,0.066923077,0.070384615,0.073846154,0.077307692,0.081153846,0.085,0.088846154,0.092692308,0.096923077,0.101153846,0.105384615,0.109615385,0.114230769,0.118846154,0.123846154,0.128461538,0.133461538,0.138461538,0.143846154,0.149230769,0.154615385,0.16,0.165769231,0.171538462,0.177692308,0.183461538,0.189615385,0.195769231,0.202307692,0.208461538,0.215384615,0.221923077,0.228461538,0.235384615,0.242307692,0.249615385,0.256538462,0.263846154,0.271538462,0.278846154,0.286538462,0.293846154,0.301538462,0.309615385,0.317307692,0.325384615,0.333461538,0.341538462,0.349615385,0.358076923,0.366153846,0.374615385,0.383076923,0.391538462,0.4,0.408461538,0.417307692,0.425769231,0.434615385,0.443076923,0.451923077,0.460769231,0.469230769,0.478076923,0.486923077,0.495769231,0.504615385,0.513461538,0.522307692,0.531153846,0.539615385,0.548461538,0.557307692,0.565769231,0.574615385,0.583076923,0.591923077,0.600384615,0.608846154,0.617307692,0.625769231,0.634230769,0.642307692,0.650769231,0.658846154,0.666923077,0.675,0.683076923,0.690769231,0.698846154,0.706538462,0.713846154,0.721538462,0.728846154,0.736538462,0.743846154,0.750769231,0.758076923,0.765,0.771923077,0.778461538,0.785,0.791923077,0.798076923,0.804615385,0.810769231,0.816923077,0.822692308,0.828846154,0.834615385,0.840384615,0.845769231,0.851153846,0.856538462,0.861923077,0.866923077,0.871923077,0.876538462,0.881538462,0.886153846,0.890769231,0.895,0.899230769,0.903461538,0.907692308,0.911538462,0.915384615,0.919230769,0.923076923,0.926538462,0.93,0.933461538,0.936538462,0.94,0.943076923,0.945769231,0.948846154,0.951538462,0.954230769,0.956923077,0.959615385,0.961923077,0.964230769,0.966538462,0.968846154,0.970769231,0.973076923,0.975,0.976923077,0.978846154,0.980384615,0.982307692,0.983846154,0.985384615,0.986923077,0.988461538,0.989615385,0.991153846,0.992307692,0.993461538,0.994615385,0.995769231,0.996923077,0.998076923,0.999230769,1
350,0.00E+00,0.00E+00,3.02E-07,2.70E-07,1.57E-07,1.53E-07,1.57E-07,1.49E-07,1.54E-07,1.63E-07,1.66E-07,1.75E-07,1.83E-07,1.96E-07,2.08E-07,2.26E-07,2.40E-07,2.63E-07,2.88E-07,3.13E-07,3.53E-07,3.87E-07,4.27E-07,4.69E-07,5.18E-07,5.70E-07,6.41E-07,7.19E-07,8.12E-07,9.27E-07,1.05E-06,1.15E-06,1.29E-06,1.49E-06,1.67E-06,1.89E-06,2.16E-06,2.44E-06,2.79E-06,3.16E-06,3.60E-06,4.09E-06,4.65E-06,5.31E-06,6.04E-06,6.79E-06,7.74E-06,8.83E-06,1.02E-05,1.14E-05,1.29E-05,1.47E-05,1.66E-05,1.88E-05,2.12E-05,2.38E-05,2.66E-05,2.99E-05,3.38E-05,3.78E-05,4.22E-05,4.74E-05,5.32E-05,5.94E-05,6.67E-05,7.47E-05,8.32E-05,9.39E-05,0.000103271,0.000114246,0.000125765,0.000139341,0.000154161,0.000169912,0.000186651,0.000203641,0.000222402,0.000243642,0.000264932,0.000289856,0.000314548,0.000341481,0.000368582,0.000399451,0.000430043,0.000464157,0.000499634,0.000538234,0.000576583,0.000615289,0.000656503,0.000698413,0.00074253,0.000788685,0.000840629,0.000906583,0.00095328,0.001007937,0.001062074,0.00111609,0.001169295,0.00122164,0.001276037,0.001332786,0.001387673,0.001446706,0.001508312,0.001570918,0.00164542,0.001712853,0.001779064,0.001840349,0.001904998,0.001972041,0.002039523,0.002100839,0.002161313,0.002221447,0.002278426,0.002331251,0.002385358,0.002437572,0.002488554,0.002538926,0.00259092,0.002638628,0.002691313,0.002740574,0.002794049,0.002844031,0.002889907,0.002931618,0.002968563,0.003007331,0.00304744,0.003084636,0.003123483,0.003156344,0.003188423,0.003215877,0.003244182,0.003267911,0.003292461,0.003313597,0.003334012,0.003353095,0.003375292,0.003399342,0.003423171,0.003443827,0.003463461,0.003476486,0.003483706,0.003489953,0.00350334,0.003518448,0.003532165,0.003545862,0.003559709,0.003566617,0.003569641,0.003574747,0.003581545,0.003589666,0.003602792,0.003615517,0.003624248,0.003630846,0.003632528,0.00363396,0.003639497,0.003648277,0.003656718,0.003662615,0.003667301,0.003671035,0.003673488,0.003678324,0.003681999,0.003683581,0.003683871,0.003682149,0.003678244,0.003676142,0.003675511,0.003677103,0.00368292,0.003688277,0.003694304,0.003697698,0.003700662,0.003703675,0.003708872,0.003713357,0.003718754,0.003725002,0.003730829,0.003732601,0.003731199,0.003727595
350.5,0.00E+00,0.00E+00,5.74E-07,2.29E-07,2.06E-07,1.15E-07,1.19E-07,1.20E-07,1.19E-07,1.21E-07,1.23E-07,1.41E-07,1.53E-07,1.66E-07,1.73E-07,1.96E-07,2.12E-07,2.34E-07,2.59E-07,2.79E-07,3.12E-07,3.46E-07,3.84E-07,4.18E-07,4.69E-07,5.25E-07,5.96E-07,6.81E-07,7.63E-07,8.49E-07,9.78E-07,1.09E-06,1.23E-06,1.44E-06,1.63E-06,1.87E-06,2.13E-06,2.42E-06,2.78E-06,3.18E-06,3.62E-06,4.12E-06,4.72E-06,5.39E-06,6.15E-06,6.89E-06,7.87E-06,8.98E-06,1.02E-05,1.16E-05,1.31E-05,1.49E-05,1.69E-05,1.93E-05,2.18E-05,2.44E-05,2.75E-05,3.10E-05,3.48E-05,3.88E-05,4.37E-05,4.87E-05,5.45E-05,6.01E-05,6.74E-05,7.47E-05,8.22E-05,8.98E-05,9.87E-05,0.000109474,0.000120467,0.000133068,0.000146895,0.000162267,0.000178393,0.00019728,0.000215669,0.000235438,0.000254647,0.000276636,0.000299792,0.000325665,0.000352411,0.000382111,0.000411641,0.000446838,0.000480283,0.000517029,0.000554909,0.000596846,0.000640194,0.000683873,0.000728379,0.000772492,0.000819535,0.00086868,0.000929581,0.000976289,0.001028743,0.00108332,0.001137236,0.001194086,0.001253469,0.001313532,0.001375218,0.001435562,0.001501573,0.001562348,0.00162152,0.001681063,0.001746924,0.001812615,0.001872909,0.001934344,0.00199556,0.002056795,0.00211798,0.002182088,0.002239299,0.002292894,0.002348142,0.002405292,0.002453331,0.002505055,0.002554225,0.002602955,0.002655609,0.002705881,0.0027543,0.002798224,0.002841197,0.00288461,0.002929956,0.002974391,0.002999301,0.003021598,0.003050474,0.003080391,0.003110307,0.003139193,0.003164123,0.003194431,0.003230034,0.003271105,0.003309802,0.003345215,0.00338186,0.003415282,0.003444608,0.003466194,0.003494378,0.003509968,0.003513432,0.003517707,0.003528981,0.003537832,0.003548965,0.003574617,0.00360144,0.003615437,0.003619102,0.00361773,0.003610701,0.003608068,0.003612684,0.003623968,0.003654845,0.003670405,0.003683701,0.003691881,0.003686855,0.003678795,0.003672837,0.003667932,0.003680247,0.003685003,0.003681408,0.003671196,0.00367495,0.003678234,0.003685413,0.00369126,0.00369958,0.003710914,0.003705398,0.003703305,0.003706319,0.003705748,0.003699901,0.003685833,0.003677403,0.003680988,0.003688367,0.00369119,0.003692341,0.00369084,0.00368331,0.003675401,0.003668653,0.003668663
351,0.00E+00,0.00E+00,1.03E-06,2.22E-07,2.02E-07,1.16E-07,1.20E-07,1.10E-07,1.03E-07,1.03E-07,1.13E-07,1.28E-07,1.34E-07,1.47E-07,1.57E-07,1.74E-07,1.84E-07,2.02E-07,2.27E-07,2.49E-07,2.84E-07,3.12E-07,3.50E-07,3.91E-07,4.37E-07,4.84E-07,5.45E-07,6.17E-07,7.01E-07,7.87E-07,9.05E-07,1.00E-06,1.14E-06,1.32E-06,1.50E-06,1.73E-06,1.99E-06,2.23E-06,2.58E-06,2.95E-06,3.39E-06,3.87E-06,4.44E-06,5.03E-06,5.72E-06,6.42E-06,7.36E-06,8.41E-06,9.78E-06,1.10E-05,1.24E-05,1.40E-05,1.59E-05,1.81E-05,2.04E-05,2.30E-05,2.60E-05,2.94E-05,3.33E-05,3.74E-05,4.18E-05,4.68E-05,5.23E-05,5.82E-05,6.53E-05,7.29E-05,8.11E-05,9.12E-05,0.000100432,0.000111156,0.000122079,0.00013457,0.00014882,0.000163015,0.000179417,0.000196096,0.0002154,0.00023617,0.000257671,0.000281932,0.00030663,0.000332732,0.000360654,0.000390441,0.000421485,0.000453698,0.000487409,0.000523308,0.000558977,0.000596515,0.000636169,0.00067961,0.000726026,0.000772231,0.0008186,0.000867393,0.000924725,0.000970131,0.001023717,0.001078434,0.001136285,0.001196589,0.001259256,0.001320661,0.001377962,0.001438686,0.001500892,0.001558563,0.001619678,0.001681754,0.001749978,0.001814517,0.001872519,0.001925534,0.001981162,0.002040394,0.002096073,0.002154605,0.002212806,0.002265861,0.00232182,0.002379661,0.00243599,0.002493621,0.002547216,0.00259933,0.002654338,0.002706141,0.002759667,0.002809078,0.002855184,0.00290087,0.002946747,0.002991121,0.003028717,0.003064451,0.003105261,0.003147223,0.003190756,0.003214816,0.003228703,0.003239846,0.003256517,0.003280586,0.003310643,0.003342953,0.003371728,0.003392283,0.003408193,0.00342274,0.003436888,0.003451136,0.003465633,0.003480141,0.003497502,0.003513081,0.003526608,0.003535409,0.003542998,0.003557496,0.003581435,0.003598226,0.003611002,0.003624999,0.003640478,0.003652983,0.00366626,0.003673488,0.003662154,0.00365069,0.003646685,0.003651712,0.003662044,0.00366627,0.003679245,0.00369129,0.00369928,0.003697458,0.003695545,0.00369123,0.003665569,0.003651702,0.003647697,0.00365837,0.003691871,0.0037074,0.003711705,0.003692922,0.003690349,0.003685173,0.003681078,0.003672707,0.003667521,0.003655046,0.00364239,0.003629865,0.003624238,0.00362623,0.003634951,0.003643922
351.5,0.00E+00,0.00E+00,9.71E-07,2.34E-07,2.05E-07,1.15E-07,1.15E-07,1.10E-07,1.14E-07,1.19E-07,1.21E-07,1.31E-07,1.39E-07,1.49E-07,1.59E-07,1.76E-07,1.92E-07,2.06E-07,2.30E-07,2.51E-07,2.83E-07,3.17E-07,3.58E-07,3.99E-07,4.47E-07,5.01E-07,5.65E-07,6.40E-07,7.26E-07,8.25E-07,9.51E-07,1.06E-06,1.19E-06,1.38E-06,1.55E-06,1.77E-06,2.01E-06,2.28E-06,2.63E-06,3.00E-06,3.43E-06,3.91E-06,4.47E-06,5.12E-06,5.83E-06,6.58E-06,7.57E-06,8.57E-06,9.96E-06,1.11E-05,1.27E-05,1.44E-05,1.63E-05,1.84E-05,2.07E-05,2.32E-05,2.62E-05,2.95E-05,3.34E-05,3.73E-05,4.20E-05,4.70E-05,5.32E-05,5.93E-05,6.68E-05,7.43E-05,8.24E-05,9.23E-05,0.000101254,0.000112186,0.000123392,0.000136256,0.000150762,0.000165288,0.000181494,0.000198073,0.000216565,0.000237125,0.000257941,0.000281995,0.000307222,0.000334146,0.000362228,0.000392965,0.000422557,0.000455518,0.000488805,0.000526029,0.000566172,0.000605464,0.000646857,0.000687031,0.000731826,0.000777272,0.000826062,0.000876983,0.000935999,0.000982606,0.001033219,0.001083801,0.001139469,0.001198081,0.001258265,0.001323925,0.001383178,0.001445014,0.00150679,0.00156437,0.001625355,0.001693268,0.00175955,0.001820374,0.001880298,0.001948872,0.002010648,0.002067798,0.002121174,0.002182259,0.002241261,0.002308994,0.002369719,0.002428571,0.00247714,0.002527953,0.002580287,0.002635485,0.002687498,0.002739562,0.002790685,0.002838484,0.002877482,0.002917901,0.002952934,0.002991702,0.00303895,0.00307953,0.003114582,0.003142877,0.003172003,0.003197264,0.003217819,0.003236672,0.003262955,0.003293132,0.003328755,0.003341601,0.003357911,0.003377816,0.003398391,0.003415792,0.003434045,0.003458775,0.003474674,0.003473002,0.003474494,0.003479911,0.003486649,0.003494669,0.00351221,0.003532375,0.003551539,0.003572424,0.003580104,0.003584269,0.003591868,0.003608999,0.003626731,0.003644933,0.003653494,0.003665128,0.003669724,0.003670455,0.003673969,0.003678494,0.003683431,0.003687786,0.003687295,0.003682409,0.003676942,0.003670945,0.003668933,0.003674009,0.003679846,0.003688316,0.003696627,0.003700602,0.003699921,0.003712306,0.003719124,0.003710654,0.003704737,0.003701823,0.003696567,0.003686314,0.003683841,0.003682339,0.003681789,0.003681068,0.003684632,0.003692171
352,0.00E+00,0.00E+00,2.72E-07,2.37E-07,1.79E-07,1.19E-07,1.18E-07,1.14E-07,1.18E-07,1.24E-07,1.27E-07,1.36E-07,1.43E-07,1.55E-07,1.65E-07,1.83E-07,1.99E-07,2.15E-07,2.40E-07,2.63E-07,2.97E-07,3.30E-07,3.66E-07,4.11E-07,4.61E-07,5.17E-07,5.83E-07,6.59E-07,7.39E-07,8.36E-07,9.66E-07,1.08E-06,1.24E-06,1.40E-06,1.57E-06,1.81E-06,2.08E-06,2.38E-06,2.73E-06,3.13E-06,3.59E-06,4.12E-06,4.71E-06,5.37E-06,6.07E-06,6.95E-06,7.97E-06,9.19E-06,1.05E-05,1.18E-05,1.34E-05,1.52E-05,1.74E-05,1.96E-05,2.23E-05,2.51E-05,2.82E-05,3.17E-05,3.59E-05,4.00E-05,4.49E-05,5.03E-05,5.65E-05,6.26E-05,7.01E-05,7.77E-05,8.59E-05,9.67E-05,0.000105868,0.00011744,0.000129666,0.000143476,0.000158233,0.000173247,0.000190246,0.00020755,0.000226985,0.000249069,0.000270261,0.000295183,0.000319778,0.000346662,0.000375049,0.000407344,0.000438082,0.000473968,0.000509962,0.000547242,0.000584558,0.000628501,0.000672442,0.000716509,0.000762792,0.000809807,0.000859308,0.000923975,0.000968669,0.001022786,0.001078023,0.001134403,0.001193886,0.001255141,0.001317257,0.001385781,0.001447487,0.001511696,0.001575614,0.001640844,0.001704052,0.001764666,0.001825761,0.001887307,0.001948492,0.002013982,0.002078912,0.002146665,0.002209111,0.002273861,0.002337669,0.002397142,0.002451569,0.002504133,0.002562875,0.002624121,0.00267248,0.002718927,0.002765574,0.002812632,0.002858058,0.002902132,0.002946716,0.002996417,0.00303945,0.003080971,0.003124845,0.003165195,0.003206235,0.003240547,0.003274258,0.003303264,0.003328465,0.003347799,0.003370557,0.003388038,0.003400794,0.003400393,0.003415752,0.003444998,0.00347121,0.003491425,0.003511159,0.003523985,0.003538282,0.003563363,0.003588774,0.003602601,0.00361823,0.003631096,0.003635061,0.003628283,0.003621775,0.003631837,0.003644393,0.003652583,0.003663036,0.003676492,0.003684902,0.003686765,0.003687095,0.003695425,0.003704927,0.003710344,0.0037074,0.003703485,0.003699881,0.003702214,0.003708922,0.003719495,0.003729157,0.003735605,0.003739229,0.003745927,0.003754278,0.003758072,0.003754928,0.003751955,0.003751884,0.003752966,0.003753957,0.003756891,0.003761216,0.003763769,0.00376478,0.003763399,0.003760785,0.003754908,0.003750242,0.00374822,0.003751494,0.003759344
352.5,0.00E+00,0.00E+00,2.62E-07,2.22E-07,1.92E-07,1.12E-07,1.19E-07,1.10E-07,1.14E-07,1.22E-07,1.25E-07,1.34E-07,1.41E-07,1.50E-07,1.61E-07,1.76E-07,1.92E-07,2.08E-07,2.33E-07,2.58E-07,2.91E-07,3.26E-07,3.66E-07,4.03E-07,4.53E-07,5.09E-07,5.77E-07,6.55E-07,7.35E-07,8.33E-07,9.73E-07,1.07E-06,1.22E-06,1.43E-06,1.60E-06,1.81E-06,2.06E-06,2.34E-06,2.70E-06,3.11E-06,3.58E-06,4.10E-06,4.70E-06,5.39E-06,6.21E-06,6.97E-06,7.92E-06,9.10E-06,1.03E-05,1.16E-05,1.32E-05,1.49E-05,1.69E-05,1.92E-05,2.16E-05,2.42E-05,2.74E-05,3.05E-05,3.46E-05,3.87E-05,4.34E-05,4.87E-05,5.53E-05,6.16E-05,6.99E-05,7.78E-05,8.58E-05,9.69E-05,0.000106043,0.000118184,0.000129797,0.000143138,0.000156858,0.00017085,0.00018636,0.000206312,0.000225312,0.000247106,0.000268501,0.000293007,0.000318739,0.000345279,0.000371605,0.000399379,0.000429266,0.000465772,0.000500549,0.000539327,0.000576908,0.000619397,0.000665763,0.000708459,0.000757846,0.000810297,0.000856072,0.000914883,0.000958697,0.001012473,0.001074609,0.00113184,0.001191373,0.001247802,0.001308496,0.001362262,0.001415888,0.001476743,0.001549092,0.001613791,0.001678671,0.001742389,0.001807739,0.001875502,0.001938559,0.002006963,0.002074206,0.002132718,0.00219127,0.00225695,0.002315892,0.002376907,0.002441637,0.002502782,0.002561063,0.002616652,0.002672009,0.002724043,0.002766515,0.002809668,0.002856636,0.002901371,0.002940249,0.002978195,0.003019055,0.003061307,0.003102077,0.003144299,0.003191587,0.003233719,0.003270414,0.00330029,0.003323529,0.003344985,0.003368314,0.003391973,0.003418245,0.003441424,0.003469408,0.003493067,0.00351197,0.003530212,0.00354457,0.003559719,0.003575799,0.003587042,0.003599237,0.003608999,0.003619082,0.003627112,0.003633279,0.003636603,0.003640698,0.003645875,0.003651862,0.003657679,0.003666009,0.003677403,0.003688256,0.003697027,0.00369889,0.003697057,0.003696807,0.00369908,0.003701553,0.003706569,0.003712546,0.003717793,0.003721988,0.003725152,0.003728806,0.00373174,0.003733372,0.003734924,0.003735454,0.003736976,0.003739299,0.003742603,0.003745447,0.003747329,0.003749141,0.003751164,0.003754688,0.003758022,0.003758072,0.003755399,0.003751264,0.003744766,0.003737988,0.003733462,0.003731329,0.003726874
353,0.00E+00,0.00E+00,5.60E-07,2.35E-07,2.20E-07,1.16E-07,1.21E-07,1.23E-07,1.18E-07,1.24E-07,1.28E-07,1.37E-07,1.45E-07,1.57E-07,1.65E-07,1.84E-07,1.98E-07,2.15E-07,2.42E-07,2.62E-07,2.96E-07,3.32E-07,3.68E-07,4.10E-07,4.61E-07,5.21E-07,5.85E-07,6.62E-07,7.47E-07,8.46E-07,9.76E-07,1.09E-06,1.25E-06,1.43E-06,1.60E-06,1.82E-06,2.08E-06,2.36E-06,2.71E-06,3.08E-06,3.52E-06,4.00E-06,4.60E-06,5.24E-06,5.97E-06,6.76E-06,7.77E-06,8.84E-06,1.02E-05,1.14E-05,1.30E-05,1.47E-05,1.67E-05,1.90E-05,2.16E-05,2.44E-05,2.76E-05,3.10E-05,3.51E-05,3.93E-05,4.40E-05,4.92E-05,5.53E-05,6.16E-05,6.93E-05,7.72E-05,8.58E-05,9.63E-05,0.00010582,0.000117575,0.000129765,0.000143673,0.000159003,0.000174341,0.000191274,0.000208197,0.000227386,0.000248366,0.000269554,0.00029321,0.000318342,0.000345454,0.000373733,0.000404539,0.000434912,0.000469199,0.000505897,0.000545076,0.000588282,0.000631453,0.000675501,0.0007174,0.000762792,0.000808228,0.000858247,0.000920831,0.000964795,0.001017029,0.001069944,0.00112427,0.00118099,0.001240323,0.001301918,0.001364715,0.001424499,0.001493253,0.001562298,0.001627338,0.001692658,0.00175181,0.00181691,0.001878466,0.001940993,0.00200438,0.002068269,0.002132367,0.002195945,0.002262187,0.002323822,0.002385468,0.002447864,0.002508559,0.00256641,0.002625292,0.002678728,0.002726777,0.002777289,0.002824286,0.00287643,0.0029248,0.002970366,0.003010174,0.003041363,0.003069878,0.003093477,0.003122362,0.003163803,0.003205274,0.003244322,0.00327548,0.003303765,0.003330507,0.003357871,0.003384514,0.003410456,0.003433854,0.003453118,0.00347124,0.003491565,0.003515044,0.003543449,0.003567278,0.003579904,0.00358565,0.003594682,0.003607758,0.003614075,0.003612984,0.003624648,0.003644152,0.003663416,0.003685783,0.003702364,0.003703996,0.003703655,0.003709513,0.003726063,0.003739339,0.003734894,0.003733272,0.003734733,0.00373206,0.003728526,0.003731299,0.003738578,0.003747409,0.0037565,0.003756821,0.003750092,0.003753256,0.003758082,0.003761116,0.003769296,0.003778898,0.003779859,0.00377266,0.003766092,0.003765982,0.003766292,0.003768455,0.003767073,0.00376469,0.003760785,0.003774492,0.00377249,0.00376431,0.003761286,0.003765101,0.00376453,0.003761877
353.5,0.00E+00,0.00E+00,1.16E-06,2.58E-07,2.30E-07,1.24E-07,1.25E-07,1.18E-07,1.23E-07,1.29E-07,1.33E-07,1.39E-07,1.48E-07,1.59E-07,1.69E-07,1.89E-07,2.02E-07,2.20E-07,2.45E-07,2.69E-07,3.03E-07,3.36E-07,3.74E-07,4.16E-07,4.67E-07,5.24E-07,5.89E-07,6.74E-07,7.61E-07,8.62E-07,9.97E-07,1.11E-06,1.25E-06,1.44E-06,1.63E-06,1.85E-06,2.13E-06,2.42E-06,2.79E-06,3.16E-06,3.60E-06,4.10E-06,4.71E-06,5.37E-06,6.10E-06,6.85E-06,7.83E-06,8.83E-06,1.03E-05,1.15E-05,1.30E-05,1.47E-05,1.67E-05,1.89E-05,2.13E-05,2.39E-05,2.71E-05,3.04E-05,3.45E-05,3.85E-05,4.33E-05,4.85E-05,5.46E-05,6.08E-05,6.85E-05,7.62E-05,8.49E-05,9.60E-05,0.000106379,0.000118929,0.000130095,0.00014256,0.000156529,0.000171327,0.000186796,0.000203534,0.000222056,0.000243956,0.000266315,0.000292404,0.000319117,0.000347171,0.000374743,0.000405088,0.000435302,0.000468546,0.00050345,0.000540781,0.000579404,0.0006191,0.000662699,0.000706136,0.000753403,0.000800292,0.000850884,0.000914983,0.000958187,0.00101024,0.001063636,0.001117973,0.00117325,0.001231322,0.001290855,0.001355804,0.001415728,0.001483301,0.001550203,0.001615453,0.001684107,0.001749057,0.001814127,0.001875142,0.001935956,0.001999074,0.002063813,0.002129063,0.002192691,0.00225717,0.002315722,0.002374945,0.002433447,0.002493961,0.002549609,0.002608512,0.002662408,0.0027131,0.002765925,0.002814324,0.002864085,0.002911103,0.002954656,0.002997319,0.003034504,0.003070659,0.003106242,0.003142617,0.003181735,0.003215957,0.003251771,0.003284291,0.003313917,0.003341461,0.003369615,0.003395357,0.003422811,0.003448452,0.003472622,0.003496461,0.003519039,0.003538533,0.003554833,0.003570171,0.003587693,0.003603242,0.003617419,0.003630205,0.003641139,0.003652463,0.00366704,0.003681228,0.00368299,0.003679205,0.003680537,0.003685563,0.00369073,0.003696376,0.003703235,0.003712897,0.0037238,0.003733262,0.003737187,0.003738038,0.003738428,0.003740671,0.003741912,0.00373999,0.003739009,0.003739429,0.003741231,0.003742633,0.003745587,0.003749942,0.003753417,0.003756881,0.003758783,0.003759584,0.003759304,0.003759484,0.003757532,0.003755589,0.00375651,0.003763218,0.003768094,0.003769686,0.003778477,0.003784404,0.003785616,0.003790522,0.003792755,0.003791934
354,0.00E+00,0.00E+00,6.24E-07,2.45E-07,2.39E-07,1.23E-07,1.28E-07,1.30E-07,1.26E-07,1.32E-07,1.38E-07,1.46E-07,1.55E-07,1.66E-07,1.78E-07,1.95E-07,2.09E-07,2.33E-07,2.57E-07,2.78E-07,3.10E-07,3.45E-07,3.83E-07,4.30E-07,4.80E-07,5.39E-07,6.13E-07,6.94E-07,7.89E-07,8.93E-07,1.01E-06,1.13E-06,1.28E-06,1.47E-06,1.67E-06,1.90E-06,2.17E-06,2.46E-06,2.83E-06,3.23E-06,3.67E-06,4.18E-06,4.78E-06,5.45E-06,6.23E-06,7.06E-06,8.02E-06,9.21E-06,1.05E-05,1.18E-05,1.34E-05,1.53E-05,1.74E-05,1.99E-05,2.25E-05,2.54E-05,2.86E-05,3.23E-05,3.65E-05,4.09E-05,4.58E-05,5.12E-05,5.74E-05,6.40E-05,7.18E-05,7.98E-05,8.84E-05,9.92E-05,0.000109137,0.000121295,0.000133601,0.000147338,0.000162862,0.000178562,0.00019634,0.000214188,0.000234764,0.000256757,0.000278978,0.000303476,0.00032961,0.000357089,0.000385867,0.000417638,0.000449608,0.000484315,0.000521296,0.000560206,0.000600831,0.000640993,0.000684975,0.000731295,0.000777498,0.000823989,0.000872598,0.000932295,0.000978762,0.001040668,0.001097688,0.001147449,0.00120576,0.001268087,0.001332195,0.001397365,0.001459412,0.0015234,0.001587138,0.001647392,0.001712612,0.001776,0.001842241,0.001903847,0.001961968,0.002021251,0.002081545,0.00214256,0.002200831,0.002260444,0.002316193,0.002374614,0.00243653,0.002498336,0.002555927,0.002612446,0.002667013,0.002716354,0.002766585,0.002809638,0.002853432,0.002893771,0.002934962,0.002983281,0.00303103,0.003077467,0.003121601,0.003164203,0.00321008,0.00325103,0.003293692,0.003327484,0.003357661,0.003380309,0.003399702,0.003416583,0.003434405,0.00345501,0.003481182,0.003510759,0.003534748,0.003548695,0.003558157,0.003567268,0.003576349,0.003585931,0.003604343,0.003624638,0.003637684,0.003646726,0.003657088,0.00366686,0.003678234,0.003689578,0.003697598,0.003704697,0.003711044,0.003719315,0.003727675,0.003739049,0.003750283,0.003760055,0.003771659,0.003778647,0.003784745,0.003790652,0.003796029,0.003799042,0.003802707,0.003806011,0.003809235,0.003807663,0.003804279,0.003807603,0.00381312,0.003816644,0.003818346,0.003819167,0.003820138,0.00382154,0.003824754,0.003828368,0.003830281,0.003832213,0.003831612,0.003831302,0.003831102,0.003830671,0.003830521,0.003832263,0.003836478,0.003835988
