10000.0,0.0,0.0909,0.108,0.127,0.1478,0.1706,0.1951,0.2215,0.2496,0.2794,0.3106,0.3432,0.3768,0.4114,0.4466,0.4822,0.5179,0.5535,0.5887,0.6233,0.6569,0.6895,0.7207,0.7505,0.7786,0.805,0.8295,0.8523,0.8731,0.8921,0.9092,0.9246,0.9383,0.9504,0.961,0.9703,0.9783,0.9851,0.9909,0.9959,1.0
390.0,0.0,1.3380544695000002e-08,2.6180544694999998e-08,4.8780544694999995e-08,8.9480544695e-08,1.67480544695e-07,2.82480544695e-07,4.814805446950001e-07,7.59480544695e-07,1.063480544695e-06,1.573480544695e-06,2.6134805446949996e-06,3.4934805446949997e-06,4.873480544695e-06,6.603480544695e-06,8.943480544695001e-06,1.0683480544695e-05,1.4283480544695001e-05,1.8183480544694998e-05,2.1283480544695e-05,2.4783480544695e-05,2.8183480544695e-05,3.2283480544695e-05,3.6683480544695e-05,4.1283480544695e-05,4.6583480544695003e-05,5.3283480544695004e-05,5.6783480544695e-05,6.0983480544695e-05,6.2583480544695e-05,6.5483480544695e-05,6.998348054469499e-05,7.4683480544695e-05,7.5983480544695e-05,8.0883480544695e-05,8.348348054469499e-05,8.7583480544695e-05,9.0783480544695e-05,8.848348054469499e-05,9.228348054469499e-05,9.4183480544695e-05
392.5,0.0,1.9080544695e-08,4.3380544695e-08,7.088054469500001e-08,1.45480544695e-07,2.67480544695e-07,4.11480544695e-07,6.35480544695e-07,1.023480544695e-06,1.553480544695e-06,2.373480544695e-06,3.7534805446949997e-06,5.1434805446949995e-06,6.533480544695e-06,9.893480544695e-06,1.1883480544695e-05,1.6483480544695e-05,1.9383480544695e-05,2.3283480544695e-05,2.9083480544694998e-05,3.5483480544695005e-05,4.0983480544695e-05,4.9183480544695006e-05,5.4183480544695005e-05,5.9483480544695005e-05,6.2383480544695e-05,6.9883480544695e-05,8.0383480544695e-05,8.738348054469499e-05,8.8283480544695e-05,9.178348054469499e-05,9.7083480544695e-05,0.000103241480544695,0.000107726480544695,0.000110774480544695,0.00011242648054469499,0.000120213480544695,0.00012179148054469499,0.000123045480544695,0.000124462480544695,0.000128725480544695
395.0,0.0,3.6180544695e-08,6.188054469499999e-08,1.31480544695e-07,2.06480544695e-07,3.8348054469499996e-07,6.80480544695e-07,1.1034805446950001e-06,1.713480544695e-06,2.683480544695e-06,4.033480544695e-06,5.563480544695e-06,7.463480544695e-06,1.1283480544695001e-05,1.4383480544695e-05,1.9483480544695e-05,2.3283480544695e-05,3.0483480544695e-05,3.7183480544695005e-05,4.4883480544695e-05,5.2083480544695e-05,6.0783480544695e-05,6.9083480544695e-05,7.4783480544695e-05,8.7483480544695e-05,0.000101398480544695,0.000110160480544695,0.000119642480544695,0.000124167480544695,0.000130645480544695,0.000142184480544695,0.000147901480544695,0.000155177480544695,0.000160986480544695,0.000167359480544695,0.00016927448054469498,0.000175157480544695,0.00017894048054469498,0.00018727248054469498,0.000187846480544695,0.00019164848054469498
397.5,0.0,4.1380544695e-08,8.8480544695e-08,1.57480544695e-07,3.0248054469499996e-07,4.7348054469499995e-07,8.00480544695e-07,1.383480544695e-06,2.193480544695e-06,3.333480544695e-06,4.763480544695e-06,6.783480544695e-06,1.0383480544695001e-05,1.4183480544695e-05,1.8183480544694998e-05,2.5183480544694998e-05,3.1283480544695004e-05,3.8183480544695e-05,4.8283480544695004e-05,5.9183480544695005e-05,6.948348054469499e-05,8.0483480544695e-05,9.2083480544695e-05,0.000105858480544695,0.000120668480544695,0.000128278480544695,0.000134661480544695,0.000147581480544695,0.000162678480544695,0.000176105480544695,0.000185154480544695,0.00019316348054469499,0.00019825548054469498,0.000205128480544695,0.000212100480544695,0.000221194480544695,0.000226116480544695,0.000230579480544695,0.000232861480544695,0.000238824480544695,0.000239792480544695
400.0,0.0,5.6880544694999995e-08,1.22480544695e-07,2.00480544695e-07,4.15480544695e-07,6.884805446950001e-07,1.083480544695e-06,1.773480544695e-06,2.8234805446949997e-06,4.313480544695e-06,6.313480544695e-06,9.563480544695e-06,1.4383480544695e-05,1.8383480544695e-05,2.6083480544695e-05,3.3183480544695e-05,4.4783480544695e-05,5.3183480544695e-05,6.508348054469499e-05,8.0483480544695e-05,9.4883480544695e-05,0.000110581480544695,0.000126347480544695,0.000144949480544695,0.000162132480544695,0.000175592480544695,0.000185187480544695,0.000203715480544695,0.00022792848054469498,0.000243188480544695,0.00025108248054469504,0.000259746480544695,0.000270981480544695,0.00028163248054469505,0.00029305148054469503,0.000301558480544695,0.000307279480544695,0.000314265480544695,0.000316638480544695,0.000321740480544695,0.00032358748054469504
402.5,0.0,7.3280544695e-08,1.38480544695e-07,2.49480544695e-07,4.5748054469499996e-07,8.62480544695e-07,1.343480544695e-06,2.103480544695e-06,3.303480544695e-06,5.0634805446949995e-06,7.853480544695e-06,1.2183480544695e-05,1.7183480544695e-05,2.1583480544695e-05,3.1883480544695005e-05,3.8583480544695005e-05,5.3183480544695e-05,6.558348054469499e-05,7.838348054469499e-05,9.568348054469499e-05,0.000114063480544695,0.000132302480544695,0.000152709480544695,0.000171922480544695,0.000190445480544695,0.000206486480544695,0.00021960348054469498,0.000243567480544695,0.000266673480544695,0.000284449480544695,0.000299919480544695,0.000312485480544695,0.000323031480544695,0.00033794448054469503,0.000350640480544695,0.00035583148054469505,0.000364656480544695,0.00037099048054469504,0.00037461548054469504,0.00038550948054469504,0.000386780480544695
405.0,0.0,9.0480544695e-08,1.62480544695e-07,3.15480544695e-07,5.41480544695e-07,1.063480544695e-06,1.723480544695e-06,2.6534805446949997e-06,4.123480544695e-06,6.363480544695e-06,9.913480544695e-06,1.5183480544695e-05,2.0683480544694997e-05,2.6783480544695e-05,3.9683480544695005e-05,4.7483480544695005e-05,6.5283480544695e-05,7.9683480544695e-05,9.678348054469499e-05,0.000119205480544695,0.000142331480544695,0.000165067480544695,0.000187885480544695,0.00021536348054469498,0.000242983480544695,0.00026969448054469503,0.000287583480544695,0.000304336480544695,0.00032355348054469504,0.000348110480544695,0.000374258480544695,0.00039382348054469503,0.00041049148054469504,0.000426510480544695,0.00043589648054469503,0.00044631448054469503,0.00045797948054469503,0.00046759948054469504,0.00047395848054469504,0.000477598480544695,0.000490757480544695
407.5,0.0,9.448054469500001e-08,1.83480544695e-07,3.49480544695e-07,6.13480544695e-07,1.183480544695e-06,1.9434805446949997e-06,3.023480544695e-06,4.7134805446949994e-06,7.343480544695e-06,1.1483480544695e-05,1.7283480544695e-05,2.3183480544695e-05,3.0983480544695004e-05,4.5083480544695e-05,5.3483480544695e-05,7.3183480544695e-05,9.018348054469499e-05,0.000108999480544695,0.000133377480544695,0.00016297548054469498,0.000187984480544695,0.000213787480544695,0.000243087480544695,0.00027360948054469504,0.000302642480544695,0.000334321480544695,0.000357437480544695,0.000375399480544695,0.00039361348054469503,0.000415454480544695,0.000432879480544695,0.000453805480544695,0.000473685480544695,0.000493537480544695,0.000508543480544695,0.000524441480544695,0.000530112480544695,0.000538254480544695,0.000547483480544695,0.000552966480544695
410.0,0.0,1.1048054469500002e-07,2.0948054469500002e-07,3.98480544695e-07,6.954805446950001e-07,1.353480544695e-06,2.2434805446949998e-06,3.3634805446949996e-06,5.283480544695e-06,8.083480544695001e-06,1.2583480544695e-05,1.9583480544694998e-05,2.6783480544695e-05,3.4883480544695004e-05,5.1283480544695e-05,6.2383480544695e-05,8.5983480544695e-05,0.000102737480544695,0.000126760480544695,0.000156299480544695,0.000185188480544695,0.000215699480544695,0.000246226480544695,0.00027925648054469504,0.00030653748054469503,0.000338173480544695,0.00036766448054469504,0.000405799480544695,0.000440250480544695,0.000470048480544695,0.000495822480544695,0.000524085480544695,0.000534232480544695,0.0005537374805446951,0.000568626480544695,0.000591596480544695,0.000611836480544695,0.0006223344805446951,0.000623755480544695,0.000636290480544695,0.000633396480544695
