11000,9.09090909090909e-05,0.005363636363636364,0.012,0.020181818181818183,0.03,0.04190909090909091,0.056,0.07254545454545455,0.09172727272727273,0.11363636363636363,0.13854545454545455,0.16636363636363635,0.1970909090909091,0.23072727272727273,0.267,0.30572727272727274,0.34654545454545455,0.3890909090909091,0.433,0.47763636363636364,0.5224545454545455,0.5670909090909091,0.611,0.6535454545454545,0.6943636363636364,0.7330909090909091,0.7693636363636364,0.803,0.8337272727272728,0.8615454545454545,0.8864545454545455,0.9083636363636364,0.9275454545454546,0.9440909090909091,0.9581818181818181,0.9700909090909091,0.979909090909091,0.9880909090909091,0.9947272727272727,1.0
315.0,2.7453003679999994e-08,3.9154138425000004e-08,8.295967397500001e-08,1.8464251919999996e-07,3.722088991500001e-07,6.927050492e-07,1.2259067245000002e-06,2.030570692e-06,3.2021046085e-06,4.838585051999999e-06,7.192908196499999e-06,1.0384403185000002e-05,1.4333545129999997e-05,1.957312197e-05,2.5323150465e-05,3.341993178999999e-05,4.1647829135e-05,5.278316131e-05,6.467777712000001e-05,7.6133484975e-05,8.886197211999999e-05,0.00010263882145000001,0.00011602431954999997,0.00012999152100000001,0.00014320067645000003,0.0001562000478,0.00016521356744999998,0.0001770657328,0.00018906787954999998,0.00020171355935000003,0.0002058929814,0.00021587737500000003,0.0002198723501,0.00022465375595,0.00023301360410000007,0.00023957662994999996,0.00024571705285,0.00024557923319999995,0.00024997350979999997,0.00025137103799999997
317.5,3.2606819194999995e-08,3.677315094499999e-08,9.005555092000001e-08,2.1092540840000002e-07,4.353354625e-07,8.147739436e-07,1.4419492790000003e-06,2.404977988499999e-06,3.8249283319999994e-06,5.847670671e-06,8.559873777500001e-06,1.2342483119999999e-05,1.7393001975000005e-05,2.351850972e-05,3.099219595e-05,4.000109274499999e-05,5.067498986000001e-05,6.334654501000001e-05,7.7515660445e-05,9.133391722000001e-05,0.00010561427805000001,0.00012291468075000003,0.00013970634324999998,0.00015646557084999997,0.00017315690345,0.0001884658981,0.000204259321,0.00021730733485,0.00023136271409999998,0.0002425916086,0.00025196694335,0.00026467342680000006,0.00027779441000000003,0.00027725323455,0.0002830369295,0.00029109680475000006,0.0002981371581,0.0003067290877499999,0.0003053325752000001,0.00030554640680000006
320.0,4.6814250440000005e-08,5.102246698499999e-08,1.1032469084999999e-07,2.4846544584999994e-07,4.916647753500001e-07,9.225248675499999e-07,1.5906537144999994e-06,2.662262397e-06,4.1967757840000005e-06,6.4682291625e-06,9.466911250999999e-06,1.3669046020000001e-05,1.9233870804999998e-05,2.6022863595e-05,3.418550695e-05,4.399793087e-05,5.6409999709999985e-05,6.911098355e-05,8.555825115e-05,0.00010162335785,0.00012018042764999998,0.00013622721015,0.00015854210805,0.00017628943830000002,0.00019181835230000006,0.00021458118289999998,0.00022997937050000004,0.00024733552710000004,0.0002607818184000001,0.00027548377250000004,0.00028807067575,0.00030272499999999995,0.00031119226914999993,0.00031872313125000005,0.00032795555155,0.00033422265255,0.0003403924681999999,0.00034488808149999995,0.00034988433189999996,0.00035233482485
322.5,3.828982127e-08,4.114282320499999e-08,1.0331051554999998e-07,2.3931864330000007e-07,5.0059872195e-07,9.4844833995e-07,1.6724365634999998e-06,2.7610499265e-06,4.347623643499999e-06,6.677374450000001e-06,9.796522091500001e-06,1.4034276775e-05,1.9872187205e-05,2.6531284850000006e-05,3.5674948230000004e-05,4.6608738570000004e-05,5.924589223e-05,7.345763006000003e-05,8.993942901999998e-05,0.00010871540175,0.00012781364650000002,0.00014691594184999997,0.00016511019705,0.00018499183205,0.00020723882920000003,0.00022760387365,0.0002468642704499999,0.0002636670804,0.00027881798744999997,0.0002965409875500001,0.00030771009174999995,0.00032286506025000006,0.000336653892,0.00034170183485000003,0.00034466512739999997,0.0003606977145,0.000368531594,0.00037599050395,0.0003722904336499999,0.00037749342600000005
325.0,4.305947847999999e-08,4.9374343015000003e-08,1.1168191345e-07,2.525867855e-07,5.246587619e-07,9.932861815500001e-07,1.7135769274999998e-06,2.9062499030000005e-06,4.614690304999999e-06,6.952963347999999e-06,1.0315903060000001e-05,1.4673303944999997e-05,2.0854526420000002e-05,2.8382200345000003e-05,3.7978064754999995e-05,4.869945551500001e-05,6.185903404e-05,7.776185194000002e-05,9.527214460999999e-05,0.00011347146570000002,0.00013492898715000001,0.00015604904915000002,0.00017872067414999995,0.00020165174064999997,0.00022334743254999993,0.00024754936315,0.00026684827170000004,0.00028853483250000005,0.00030914512465,0.00032287620275,0.0003400468894,0.00035107004804999994,0.00035879245115,0.00037144117955,0.00038255352259999994,0.0003908039231,0.0003999309410999999,0.00040406274209999995,0.00040528899985,0.0004079614358
327.5,4.05225996e-08,4.711095263999999e-08,1.1602827180000002e-07,2.6840922664999996e-07,5.570770212e-07,1.0679076185e-06,1.8406039769999997e-06,3.0858349870000006e-06,4.9217494735e-06,7.5901508109999985e-06,1.1096902894999999e-05,1.567492391e-05,2.2263694155000004e-05,3.0425830199999994e-05,4.0428734615e-05,5.262403902e-05,6.697906538e-05,8.355947576000002e-05,0.00010251417384999999,0.00012349538285,0.00014581636194999998,0.00017041554605000002,0.00019656326974999997,0.0002203821101,0.00024126502109999998,0.00026533317140000007,0.00029296862054999995,0.00030985960030000003,0.00033418921239999997,0.00035435967574999996,0.00037018450664999997,0.0003826437242,0.00040098289605000007,0.00041478491919999993,0.0004195430113499999,0.00042597935535000007,0.00043416084380000004,0.00044303349144999996,0.0004471896072,0.0004502431024
330.0,4.1638802455e-08,4.7359285380000006e-08,1.2419998975000003e-07,3.053664272000001e-07,6.257399349e-07,1.1926287930000002e-06,2.094973058e-06,3.5238624375000004e-06,5.5616896355e-06,8.4453716225e-06,1.2574266215e-05,1.8113822444999997e-05,2.5269264195e-05,3.454119959e-05,4.6195202605e-05,6.035457500499999e-05,7.694696070000001e-05,9.437828703e-05,0.0001147777865,0.00014172004359999999,0.00016626754434999997,0.00019438133739999998,0.00022281842319999998,0.00025319421105,0.00027781873504999997,0.0003026915540000001,0.0003383331627000001,0.00036304686359999995,0.00038294673724999993,0.00040545013760000004,0.00042711542334999996,0.00042821500255,0.0004479780633,0.0004615115147,0.0004726015716,0.0004907937982500001,0.0005005765241000001,0.000511978718,0.0005082705465999999,0.0005114456376999999
332.5,4.346549202e-08,5.217089161e-08,1.4570168000000002e-07,3.5840961345000003e-07,7.566881009499998e-07,1.4448036675000001e-06,2.5305016835000006e-06,4.122530299e-06,6.599553102000001e-06,1.0079756385000001e-05,1.5134434715e-05,2.164486177e-05,3.0116717794999997e-05,4.1478152710000005e-05,5.389285925000001e-05,7.038558941999999e-05,9.101265967999996e-05,0.00011173342069999997,0.00013874965719999998,0.0001651466824,0.00019618322975,0.00023348992020000002,0.00026527236775,0.00030018531684999997,0.00033200626645,0.00036373802585,0.00039421009280000003,0.00042995912809999995,0.00044501578230000006,0.00047223066069999994,0.00049922661565,0.0005188407115000001,0.0005388135438999999,0.0005569419329,0.0005735552199499998,0.00058232450385,0.0005929362203499999,0.00059399830935,0.0006029337761,0.0006124692328500001
335.0,3.920338917999999e-08,5.5394168175000005e-08,1.7034353245e-07,4.3010016665e-07,9.037932955000001e-07,1.7025960515000004e-06,3.0392804435e-06,5.054160283e-06,8.0975076805e-06,1.2525657034999998e-05,1.8416541379999998e-05,2.6446040474999997e-05,3.7267695189999995e-05,5.074694055e-05,6.682968741999999e-05,8.707133675499999e-05,0.00011217223899999996,0.0001376561596,0.00016890552510000003,0.00020332391949999992,0.00024084545449999995,0.0002785625954,0.00032218200075000006,0.00036060144334999994,0.00040106600070000006,0.00044105019480000004,0.0004793682965499999,0.0005155176419499999,0.0005465177003499999,0.0005736950756999999,0.0005986439005999999,0.0006254361739500001,0.00064703760435,0.0006687120097999999,0.00068608538425,0.0007001133955,0.0007058666931499999,0.00070592240375,0.0007201733852999999,0.0007321370358
