1500.0,0.0,0.12733333333333333,0.148,0.17133333333333334,0.19533333333333333,0.222,0.25,0.28,0.31066666666666665,0.3433333333333333,0.37733333333333335,0.412,0.44666666666666666,0.4826666666666667,0.518,0.554,0.5886666666666667,0.6233333333333333,0.6573333333333333,0.69,0.7206666666666667,0.7506666666666667,0.7786666666666666,0.8053333333333333,0.8293333333333334,0.8526666666666667,0.8733333333333333,0.892,0.9093333333333333,0.9246666666666666,0.9386666666666666,0.9506666666666667,0.9613333333333334,0.97,0.978,0.9853333333333333,0.9906666666666667,0.996,1.0
350.0,0.0,1.3140984270000004e-07,2.065812337500001e-07,3.2738135759999977e-07,4.999255159e-07,7.637275244e-07,1.1428955459000002e-06,1.6945622054e-06,2.4318702239e-06,3.4475438254e-06,4.7835536854e-06,6.4952483399e-06,8.594508857400001e-06,1.1164983897899999e-05,1.41428283579e-05,1.75759861779e-05,2.13408830629e-05,2.54794976779e-05,2.9881318612899994e-05,3.440789030290001e-05,3.91713284279e-05,4.3851991782900005e-05,4.88459762579e-05,5.3316330807899996e-05,5.74956361429e-05,6.17743123079e-05,6.542238103289999e-05,6.89922830879e-05,7.18224628879e-05,7.43864354029e-05,7.684011459289999e-05,7.92520301429e-05,8.12271579679e-05,8.244393272789999e-05,8.378909503789999e-05,8.477585641289999e-05,8.55260738479e-05,8.64811382479e-05,8.73568550279e-05
352.5,0.0,1.397599480000001e-08,1.2120236749999996e-07,3.3167579260000013e-07,5.065929764e-07,7.837191614000003e-07,1.1948460324000004e-06,1.7740906624e-06,2.5666721749e-06,3.654768716399999e-06,5.089978208900001e-06,6.9038963154e-06,9.1243213524e-06,1.1926123012899997e-05,1.5013619552899999e-05,1.87324713529e-05,2.2741623052899995e-05,2.72397117279e-05,3.196063797289999e-05,3.6738103227899996e-05,4.150957217289999e-05,4.65346107929e-05,5.1426439922899994e-05,5.6047136482899994e-05,6.068314712289999e-05,6.52156085179e-05,6.91268879379e-05,7.27018238329e-05,7.59831348429e-05,7.92351102629e-05,8.18454506529e-05,8.39691014929e-05,8.60518469079e-05,8.78917292429e-05,8.95371513879e-05,9.091615673790001e-05,9.16273943179e-05,9.29378670279e-05,9.34072066829e-05
355.0,0.0,1.7027268765000007e-07,2.2663051315000003e-07,3.670346785000001e-07,5.587251119e-07,8.523489674000002e-07,1.2917376234e-06,1.9347931473999998e-06,2.8053110788999994e-06,4.0062305524e-06,5.6612945394e-06,7.6732058234e-06,1.0140636747900002e-05,1.31387199629e-05,1.6529686827899998e-05,2.0565930012899994e-05,2.4978781292899995e-05,2.9949958197899993e-05,3.513026664789999e-05,4.042943536290001e-05,4.5757623652899996e-05,5.134987630290001e-05,5.6636088697899995e-05,6.181393315789999e-05,6.647093057790001e-05,7.113146226789999e-05,7.520282768289999e-05,7.89589476629e-05,8.25195303029e-05,8.50216087929e-05,8.766707204289999e-05,9.02929367479e-05,9.21555229679e-05,9.37383024179e-05,9.56244790979e-05,9.66888996829e-05,9.76131783879e-05,9.90274150179e-05,9.948527390290001e-05
357.5,0.0,1.3970617940000007e-07,2.275210248999999e-07,3.7070855959999995e-07,5.806827629e-07,9.113728938999999e-07,1.3854023669e-06,2.0791476464e-06,3.0205818123999995e-06,4.311404882400001e-06,6.0334104324e-06,8.253229886400001e-06,1.0932401682900004e-05,1.4164351827899998e-05,1.7935674132899995e-05,2.23438138729e-05,2.71491199479e-05,3.232846473789999e-05,3.79633355579e-05,4.37279900129e-05,4.93793523379e-05,5.52867476279e-05,6.0944641042900015e-05,6.64448033329e-05,7.14530304979e-05,7.617995386789998e-05,8.070716892290001e-05,8.446274867290001e-05,8.79392765079e-05,9.100321284289998e-05,9.39767737429e-05,9.628024951789999e-05,9.81929936529e-05,9.969494995789999e-05,0.0001015360235079,0.00010313211405790002,0.0001040029070079,0.00010518499830790002,0.00010588462735790001
360.0,0.0,1.423056345500001e-07,2.3708320495000026e-07,3.917559042000002e-07,6.254850239e-07,9.853344978999996e-07,1.5073289423999994e-06,2.2734651109e-06,3.3094935584000003e-06,4.7382065979e-06,6.636418582899999e-06,9.051933671400002e-06,1.1976130302900001e-05,1.5610173412899998e-05,1.9747180597899996e-05,2.4642115552900004e-05,2.9897059787899995e-05,3.57370995279e-05,4.1911985757899996e-05,4.8074129042899997e-05,5.41636713729e-05,6.0447673832900006e-05,6.64074300229e-05,7.19720573029e-05,7.76915238679e-05,8.25033638429e-05,8.65869364829e-05,9.08084310829e-05,9.480824473790001e-05,9.791378278289999e-05,0.00010022876395789998,0.00010286253320789998,0.00010478811490790001,0.0001068431428079,0.0001083750466579,0.0001100064509079,0.00011059909700789999,0.00011211175030789998,0.00011246370865790002
362.5,0.0,1.453051736500001e-07,2.4488050749999994e-07,4.0901752810000015e-07,6.505626753999999e-07,1.0317394754e-06,1.5782879803999999e-06,2.3916091659e-06,3.489183290399999e-06,4.992082221899999e-06,7.028686443900001e-06,9.608974602900001e-06,1.27254902629e-05,1.65513174329e-05,2.0910091637899994e-05,2.60769081929e-05,3.1629968797899994e-05,3.77679111579e-05,4.417334409790001e-05,5.07071700529e-05,5.7005200382900005e-05,6.372245723289998e-05,6.97301867029e-05,7.61933390929e-05,8.15433725429e-05,8.648563586290001e-05,9.132478214789999e-05,9.52628971029e-05,9.92360200129e-05,0.00010245067470790001,0.0001053775622579,0.0001078112796579,0.00010989198405789998,0.0001113778926579,0.00011297291770789999,0.00011443528665789997,0.00011571901115789998,0.0001168016138579,0.00011724449960789998
365.0,0.0,1.5712373330000007e-07,2.6216255814999993e-07,4.427393775000002e-07,7.078556854e-07,1.1269749053999993e-06,1.7453266869e-06,2.6375778709e-06,3.2280418104000004e-06,5.5514634829e-06,7.7861990799e-06,1.0621328317900001e-05,1.4048382062900003e-05,1.8275445912899995e-05,2.3064689932899997e-05,2.8645591457899995e-05,3.4648717592899996e-05,4.11503112229e-05,4.81742503979e-05,5.53123404329e-05,6.22900198079e-05,6.91187494079e-05,7.57310680229e-05,8.199001011289998e-05,8.789119481789999e-05,9.297277562289999e-05,9.787955012789998e-05,0.00010231267210789997,0.00010605793180790002,0.0001089848164579,0.00011195984505789999,0.00011435398440789998,0.0001164079442079,0.00011811208485789999,0.00011967287520790001,0.00012101329180790004,0.00012207771490789997,0.0001233967419579,0.0001243006953079
367.5,0.0,1.633282465e-07,2.747253631499999e-07,4.6135267465000016e-07,7.459690599000001e-07,1.1932860379e-06,1.8476782883999998e-06,2.7982483064000006e-06,4.0880455804000005e-06,5.873819305400002e-06,8.239061821400001e-06,1.12519344979e-05,1.49010766729e-05,1.93511920629e-05,2.4374624507899998e-05,3.02007442529e-05,3.645572765789999e-05,4.32633615379e-05,5.05773853329e-05,5.796818775789999e-05,6.508593203290001e-05,7.233806415289998e-05,7.93233472729e-05,8.572910033790001e-05,9.16446325179e-05,9.73842491129e-05,0.00010214899720790003,0.00010657570615790002,0.00011057663100790002,0.00011404695960790002,0.00011719528930789998,0.0001199552940579,0.00012201245985789998,0.0001239027404079,0.00012530627410790003,0.00012678576665789998,0.0001278705166579,0.00012881725410790002,0.00012947088540789998
370.0,0.0,1.6948434894999997e-07,2.9062109655e-07,4.959934183999999e-07,8.070338824000002e-07,1.2955521818999998e-06,2.0102506934e-06,3.0654160243999995e-06,4.491286789399999e-06,6.4449326814e-06,9.050220638400001e-06,1.23813286479e-05,1.63609259929e-05,2.12083156529e-05,2.6660612617899998e-05,3.30533032529e-05,3.9887385782899996e-05,4.72278598629e-05,5.4978029457899994e-05,6.286526356290001e-05,7.04694803679e-05,7.835768034789999e-05,8.56351895629e-05,9.253973246790002e-05,9.880169224289998e-05,0.00010489937115790001,0.00011003212305789999,0.00011429514300789996,0.00011853571365789999,0.00012201353075789998,0.0001250773426579,0.0001275014364079,0.00012964953340789998,0.00013142427970789998,0.0001328823766079,0.00013453623820789995,0.0001352818630079,0.0001363045665579,0.00013705447485790002
