2750,0.0003636363636363636,0.002909090909090909,0.005818181818181818,0.009454545454545455,0.01309090909090909,0.01709090909090909,0.02181818181818182,0.02690909090909091,0.03272727272727273,0.03890909090909091,0.04581818181818182,0.05309090909090909,0.061454545454545456,0.07018181818181818,0.07963636363636363,0.09018181818181818,0.10109090909090909,0.11309090909090909,0.12545454545454546,0.13927272727272727,0.15345454545454545,0.16836363636363635,0.18436363636363637,0.2010909090909091,0.21890909090909091,0.2370909090909091,0.256,0.276,0.2963636363636364,0.31745454545454543,0.3389090909090909,0.3610909090909091,0.38327272727272726,0.4061818181818182,0.4294545454545455,0.4530909090909091,0.4763636363636364,0.5003636363636363,0.524,0.5472727272727272,0.5709090909090909,0.5941818181818181,0.6170909090909091,0.6392727272727273,0.6614545454545454,0.6829090909090909,0.704,0.7243636363636363,0.7443636363636363,0.7632727272727273,0.7814545454545454,0.7992727272727272,0.816,0.832,0.846909090909091,0.8610909090909091,0.8749090909090909,0.8872727272727273,0.8992727272727272,0.9101818181818182,0.9207272727272727,0.9301818181818182,0.9389090909090909,0.9472727272727273,0.9545454545454546,0.9614545454545455,0.9676363636363636,0.9734545454545455,0.9785454545454545,0.9832727272727273,0.9872727272727273,0.990909090909091,0.9945454545454545,0.9974545454545455,1.0
360.0,3.8479022775000005e-07,3.844553391500001e-07,3.848147542000001e-07,3.8477324575e-07,3.8506756969999995e-07,3.8489306174999996e-07,3.8497512385000004e-07,3.836695327e-07,3.8488833530000006e-07,3.8544302899999997e-07,3.8879945945000005e-07,3.9337847814999993e-07,4.0019983485e-07,4.1102380809999995e-07,4.2782768190000003e-07,4.5530271669999995e-07,4.9599878475e-07,5.559287899999999e-07,6.458082255000001e-07,7.7754308725e-07,9.606214065e-07,1.202620303e-06,1.5449611164999997e-06,2.0049803870000004e-06,2.630869723e-06,3.4254058275e-06,4.385840066e-06,5.559866849000001e-06,7.011991601000001e-06,8.767867849499998e-06,1.088722834e-05,1.3299302600000002e-05,1.6094576844999998e-05,1.9085872835000004e-05,2.2545681615e-05,2.6391041774999996e-05,3.063352432e-05,3.475401044500001e-05,3.958229827e-05,4.2835457839999995e-05,4.757749285e-05,5.138240757e-05,5.543752123e-05,5.927724215000001e-05,6.305647947e-05,6.652136617e-05,6.956298384000001e-05,7.1362543535e-05,7.341596466e-05,7.556288400500001e-05,7.7283054265e-05,7.805086570000002e-05,7.931945147500001e-05,8.0204934055e-05,8.064598077499999e-05,8.0899849135e-05,8.058757049e-05,8.213692671000001e-05,8.439387929999998e-05,8.268471683500002e-05,8.323314904e-05,8.338622575e-05,8.291010271000001e-05,8.242083205499999e-05,8.223395453e-05,8.217854520999998e-05,8.222737887500001e-05,8.331579303499998e-05,8.3736510365e-05,8.324536102000001e-05,8.242552758999999e-05,8.3340208955e-05,8.336556711e-05,8.308195756e-05,8.281337504999998e-05
362.0,3.9718695730000006e-07,3.9146914199999996e-07,3.9231343425000004e-07,3.9227475374999996e-07,3.91668182e-07,3.9278699545000003e-07,3.919757134000001e-07,3.8163378509999994e-07,3.8239978005e-07,3.8653258655000006e-07,3.9199458115e-07,3.688599022e-07,4.0468545139999995e-07,4.2308641075e-07,4.443145897500001e-07,4.751639850000001e-07,5.230492975e-07,5.954635866999999e-07,6.9593965295e-07,8.531591192000001e-07,1.0712826795000001e-06,1.3637527689999998e-06,1.770064369e-06,2.3099556754999995e-06,3.0243289645e-06,3.8875827835e-06,5.050520917500001e-06,6.507655212e-06,8.160979587e-06,1.0274803300000002e-05,1.2703902490000003e-05,1.5554578559999995e-05,1.862018162e-05,2.242914079e-05,2.639028962e-05,3.097674943500001e-05,3.5216221840000006e-05,4.0636993990000005e-05,4.5720747959999996e-05,5.025208901e-05,5.5464422995e-05,5.952396112999999e-05,6.424991369999999e-05,6.833315019000002e-05,7.233634387999998e-05,7.653377214999999e-05,7.9632954665e-05,8.256771907500004e-05,8.6345326415e-05,8.853905928000002e-05,9.0510228615e-05,9.2426933035e-05,9.3194172935e-05,9.425253920999999e-05,9.444411407500001e-05,9.580111110500001e-05,9.6060302175e-05,9.6400254935e-05,9.6899857465e-05,9.655896501499998e-05,9.737128601999999e-05,9.644345883500001e-05,9.691112827000002e-05,9.7693394135e-05,9.803240863500001e-05,9.691582418000001e-05,9.765207615499998e-05,9.726704303499998e-05,9.6488536295e-05,9.626221072e-05,9.618708171999997e-05,9.673645145000001e-05,9.695057414e-05,9.681157935e-05,9.717031970999999e-05
364.0,3.9238980895e-07,3.8670239500000005e-07,3.8678352465e-07,3.869693602e-07,3.8754197084999993e-07,3.8907303265e-07,3.8798063714999984e-07,3.8680899479999997e-07,3.8676937485e-07,3.89392828e-07,3.918842054000002e-07,3.9714148844999993e-07,4.0662214505e-07,4.2213363259999995e-07,4.4774931925e-07,4.8646058425e-07,5.415059205999999e-07,6.293798009499999e-07,7.505303130499998e-07,9.378155654000002e-07,1.191531669e-06,1.5354672770000002e-06,2.013301629e-06,2.6481218465e-06,3.495164877000001e-06,4.546860010000001e-06,5.8449726345e-06,7.5329419140000005e-06,9.547907895000003e-06,1.2038240175e-05,1.4877063545e-05,1.8278085740000003e-05,2.197257417e-05,2.6213081115e-05,3.0754673575e-05,3.5541669430000003e-05,4.0717225970000005e-05,4.646137603000001e-05,5.240399259499999e-05,5.825180125000001e-05,6.422413971000001e-05,6.93668706e-05,7.517996600000001e-05,8.0184333995e-05,8.398443532500001e-05,8.798499147500002e-05,9.183435648999998e-05,9.505734598e-05,9.8054009135e-05,0.0001006055445,0.00010218228695000001,0.00010446899755000002,0.0001061415282,0.00010709095519999998,0.00010874189315000001,0.00010964718345000003,0.00010977584164999999,0.00011066422960000005,0.00011053933094999997,0.00011021628190000005,0.0001110013654,0.00011029798285000001,0.00011003879055000001,0.00011015899539999999,0.00011052618364999998,0.00011051397609999996,0.00011033930490000001,0.00010985848385000003,0.0001094405845,0.00011051209415,0.0001114324104,0.00011188881424999998,0.00011227384674999998,0.0001114333558,0.00011083984140000001
366.0,3.9032058629999993e-07,3.8426761645000004e-07,3.8317427455e-07,3.8276109095e-07,3.825592131000001e-07,3.8109512839999993e-07,3.8186395975000005e-07,3.8466288280000004e-07,3.8674296415e-07,3.8895322810000003e-07,3.929152967e-07,3.998677754999999e-07,4.112426694499999e-07,4.273899705e-07,4.5272359595000003e-07,4.972638123500001e-07,5.6129737505e-07,6.620951297e-07,7.995967024500001e-07,1.0137943949999998e-06,1.3063207055e-06,1.6953426545000002e-06,2.2231414954999995e-06,2.9354884864999998e-06,3.886644732499999e-06,5.068251516e-06,6.5542331399999985e-06,8.582475767000004e-06,1.0916762764999998e-05,1.385143501e-05,1.7028216105e-05,2.0809427864999998e-05,2.5068370814999998e-05,2.9858940065000003e-05,3.5714175475e-05,4.1361725385e-05,4.7632141829999995e-05,5.418661785999999e-05,6.014626342e-05,6.659511090500001e-05,7.400421562999999e-05,7.962336021e-05,8.572739862e-05,9.1550753855e-05,9.719849547999999e-05,0.00010272508435000001,0.00010799812735,0.00011005287815,0.00011476621509999999,0.00011700502540000002,0.00011952368790000001,0.0001225522822,0.00012476573754999999,0.00012511508015,0.0001261593614,0.0001262194651,0.00012645141825,0.0001264504752,0.0001261462145,0.00012606262979999997,0.00012588984034999997,0.00012520242235,0.00012649649349999996,0.00012774362099999997,0.00012754265630000002,0.0001275492294,0.00012692472315,0.00012551983765,0.00012535455309999998,0.00012509066565,0.00012709377055000002,0.00012634718204999998,0.00012612085699999998,0.00012838032785,0.0001287475179
368.0,3.9765713044999996e-07,3.9240116365e-07,3.9337753319999993e-07,3.9313980544999993e-07,3.9134650934999995e-07,3.8287145979999995e-07,3.8191301705000003e-07,3.8281674355e-07,3.8652127179999996e-07,3.894918848000001e-07,3.9607456869999996e-07,3.946331304e-07,3.6197156275e-07,4.0485337394999995e-07,4.581686127500001e-07,5.0182396185e-07,5.774975051e-07,6.821997828999999e-07,8.7900447725e-07,1.1261442855e-06,1.472697312e-06,1.937003821e-06,2.54997509e-06,3.3753943960000003e-06,4.436170525500001e-06,5.8942711350000005e-06,7.635235396000002e-06,9.948226989499998e-06,1.2811601530000005e-05,1.6013497135e-05,1.9883689309999995e-05,2.4337618555e-05,2.9152173554999997e-05,3.4527702345000006e-05,4.1298799445000017e-05,4.7911781985000004e-05,5.5027514465e-05,6.244085598500001e-05,7.022413373500001e-05,7.779793777499999e-05,8.444928789499999e-05,9.20597482e-05,9.967958977999999e-05,0.00010546631754999999,0.0001114859424,0.00011752716519999999,0.00012247433480000003,0.00012669652394999999,0.000130206877,0.00013390317095,0.00013541981295000003,0.0001369289449,0.00014000167554999998,0.00014159721034999998,0.00014148263570000003,0.00014137933745,0.0001411887023,0.00014463613055,0.00014402665400000002,0.00014416282415,0.00014378249325,0.00014427927204999996,0.00014324344744999997,0.00014449714504999997,0.00014466993975,0.0001447713622,0.0001436744933,0.00014446239925,0.0001442680039,0.00014409520804999998,0.00014383789589999998,0.00014459949954999997,0.00014240389129999996,0.0001437120569,0.00014318522310000003
370.0,4.048056567e-07,3.9546799979999994e-07,3.9537554525e-07,3.959057138999999e-07,3.9564818205e-07,3.9558686210000003e-07,3.9686698024999996e-07,3.978452399e-07,3.998224927499999e-07,4.0278743265e-07,4.0718815774999994e-07,4.1659051674999994e-07,4.3116148175000006e-07,4.5490179294999993e-07,4.910037462000001e-07,5.5148279045e-07,6.408707378000001e-07,7.7902793135e-07,9.676573315000001e-07,1.2502676959999998e-06,1.6420477375e-06,2.1726891414999996e-06,2.8970253545e-06,3.823912288000001e-06,5.147513775e-06,6.676348880000001e-06,8.693090467999999e-06,1.1390731245000001e-05,1.4522270509999997e-05,1.8226352320000002e-05,2.2427165825000003e-05,2.743021722e-05,3.3146619715e-05,3.972348259e-05,4.7131366055e-05,5.461590753500001e-05,6.221417425e-05,7.072368462000001e-05,7.9396299405e-05,8.8290198975e-05,9.699564835e-05,0.0001041788118,0.00011183529055000001,0.0001196467128,0.00012655190140000003,0.00013364773245,0.0001389038707,0.0001431861661,0.00014718108785,0.00015093278575,0.00015353221470000003,0.0001560593299,0.00015780887165,0.00016034631105000003,0.00016213247785000002,0.00016329320635000003,0.00016345191530000002,0.00016241045175,0.0001636510037,0.00016469152609999998,0.00016580247915000003,0.00016596024805000002,0.00016577336585,0.00016482300040000002,0.00016500893975000003,0.00016502772174999998,0.00016541651070000002,0.00016542308310000004,0.00016418441380000001,0.00016368481514999998,0.0001651601349,0.00016503429634999998,0.0001651723441,0.00016423136635,0.00016459385945000003
372.0,4.0330082955000005e-07,3.950557499e-07,3.9498689265000003e-07,3.9528687085000007e-07,3.958302387e-07,3.956085535e-07,3.9612456395000003e-07,3.9702169809999987e-07,3.997715509000001e-07,4.0286384575e-07,4.084418747999999e-07,4.178215960500001e-07,4.349754319999999e-07,4.597232504e-07,5.009598566e-07,5.67369716e-07,6.643855841000001e-07,8.122488880000001e-07,1.019169831e-06,1.3322411239999998e-06,1.763600664e-06,2.3427338425000008e-06,3.1439400130000003e-06,4.209707027000001e-06,5.6530509715000004e-06,7.403387121000002e-06,9.7382851885e-06,1.2554065314999998e-05,1.6050086925000005e-05,2.0201330325e-05,2.5164970164999997e-05,3.0680647974999996e-05,3.697091088e-05,4.388573015e-05,5.16407894e-05,6.0150025805e-05,6.936122664499998e-05,7.872903697499998e-05,8.7826284645e-05,9.719755181e-05,0.00010637067280000001,0.00011601051809999998,0.00012503995519999998,0.00013352659149999996,0.0001412018456,0.00014797180925000004,0.00015458400149999998,0.0001595809497,0.00016391113174999997,0.0001679417444,0.00017015896229999994,0.00017328709590000001,0.00017564517325,0.00017697212095000003,0.00017735245584999995,0.00017819858244999995,0.00017919215164999999,0.00018016224055000002,0.00017982040724999997,0.00017925600995000003,0.00018012937359999999,0.00018010119964999996,0.00018005330490000006,0.00018044396800000003,0.0001811567468,0.00018081867094999998,0.0001807097353,0.00018035381669999999,0.00018011059145,0.00018135489785,0.0001799180738,0.00017975748550000002,0.00017950299219999998,0.00018047965435,0.00017928042935
374.0,4.044295352e-07,3.962641812999999e-07,3.9656511175e-07,3.9643775405e-07,3.9700092880000007e-07,3.978640947e-07,3.9869329960000006e-07,3.994432659499999e-07,4.006356575499999e-07,4.0431755219999996e-07,4.1111626245e-07,4.2238928455000005e-07,4.409204237000001e-07,4.717103833500001e-07,5.1936836205e-07,5.957116884e-07,7.050024152999999e-07,8.765465651499998e-07,1.1129636164999997e-06,1.4712150289999998e-06,1.9427920625e-06,2.5931758045e-06,3.507623193500001e-06,4.6694261525000016e-06,6.288584133e-06,8.240701528e-06,1.080370289e-05,1.3967504985000002e-05,1.7681086600000004e-05,2.22020809e-05,2.7621347e-05,3.3849906145e-05,4.0933847049999995e-05,4.882463326e-05,5.7310915145000014e-05,6.714507908499998e-05,7.773632932500001e-05,8.895602004000002e-05,9.956220492499999e-05,0.00010964530855000001,0.00011996600769999999,0.00013038343094999997,0.00013969740965,0.00014945276715000002,0.00015749520375000006,0.00016448304374999998,0.0001716558816,0.00017560385384999996,0.00018139340079999998,0.0001858156151,0.00018917007640000005,0.00019269639075000002,0.0001946581701,0.00019522069214999998,0.00019658050090000004,0.0001967110411,0.00019890102044999995,0.00019779100254999998,0.00019894515424999994,0.00019958750059999997,0.00020066464720000003,0.00020036319680000002,0.00019980443184999997,0.00019991806484999998,0.0001993696263,0.00019889068719999994,0.00019882495310000002,0.0001988775387,0.00019792059535,0.0001972106423,0.000198445555,0.00019883340635,0.0001986211638,0.00019998943614999999,0.0001990663038
376.0,4.0395919140000004e-07,3.956991079500001e-07,3.957575999e-07,3.962943622999999e-07,3.967490599e-07,3.9783957535e-07,3.9796692449999997e-07,3.990376242999999e-07,4.0105545064999993e-07,4.048797892e-07,4.1147756215e-07,4.233977136499999e-07,4.442815679999999e-07,4.7801478195e-07,5.277113416500001e-07,6.1032604025e-07,7.256013788e-07,9.068292655e-07,1.169279317e-06,1.551509229e-06,2.0769815150000006e-06,2.8055580519999997e-06,3.7879819489999996e-06,5.111442784499999e-06,6.8141971955e-06,8.985711337000001e-06,1.170997084e-05,1.5181912525000002e-05,1.94072757e-05,2.4465633855000006e-05,3.054002882e-05,3.7179535315e-05,4.506167005e-05,5.354926742e-05,6.344278444000001e-05,7.362186299000001e-05,8.473853086e-05,9.588187276999999e-05,0.00010772015455,0.00011938939930000001,0.00013078911800000001,0.00014316362365000002,0.00015379046605000003,0.00016425860389999997,0.00017456239454999997,0.00018204043740000005,0.00018979363884999998,0.00019595788025,0.0002023540874,0.00020762055055,0.00021264379245,0.00021675328515,0.00021778160429999997,0.00022127410689999996,0.0002215830733,0.00022150982399999998,0.00022186856160000008,0.00022317390689999996,0.00022522677909999998,0.00022553010930000003,0.00022488682224999995,0.00022425293040000002,0.00022467646865000006,0.00022505116654999998,0.00022510375570000004,0.00022595364280000003,0.0002249713391,0.00022493283779999998,0.00022420222214999995,0.0002236500281,0.00022384629835000002,0.0002244961571,0.00022454874649999998,0.00022426607945000006,0.00022306591189999995
